Customer Name,Customer Name (Orders$1),Customer Segment,Customer Segment (Orders$1),Order Date,Order Date (Orders$1),Order ID,Order ID (Orders$1),Order Priority,Order Priority (Orders$1),Product Category,Product Category (Orders$1),Product Container,Product Container (Orders$1),Product Name,Product Name (Orders$1),Product Sub-Category,Product Sub-Category (Orders$1),Province,Province (Orders$1),Region,Region (Orders$1),Row ID,Row ID (Orders$1),Ship Date,Ship Date (Orders$1),Ship Mode,Ship Mode (Orders$1),Antecedent All Order IDs,Co-occurance Order IDs,Consequent All Order IDs,Discount,Discount (Orders$1),Donut,Number of Records,One,Order Quantity,Order Quantity (Orders$1),Product Base Margin,Product Base Margin (Orders$1),Profit,Profit (Orders$1),Sales,Sales (Orders$1),Shipping Cost,Shipping Cost (Orders$1),Unit Price,Unit Price (Orders$1)
James Lanier,James Lanier,Corporate,Corporate,3/4/2011 12:00:00 AM,3/4/2011 12:00:00 AM,35555,35555,Medium,Medium,Office Supplies,Furniture,Wrap Bag,Jumbo Drum,Rediform S.O.S. Phone Message Books,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Paper,Chairs & Chairmats,Ontario,Ontario,Ontario,Ontario,4995,4993,3/4/2011 12:00:00 AM,3/5/2011 12:00:00 AM,Regular Air,Delivery Truck,,,,0.07,0.08,0,1,1,2,50,0.36,0.55,-4.72,1902.99,10.43,11266.4,0.8,43.32,4.98,243.98
James Lanier,James Lanier,Corporate,Corporate,3/4/2011 12:00:00 AM,3/4/2011 12:00:00 AM,35555,35555,Medium,Medium,Technology,Furniture,Small Pack,Jumbo Drum,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack","Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Computer Peripherals,Chairs & Chairmats,Ontario,Ontario,Ontario,Ontario,4994,4993,3/6/2011 12:00:00 AM,3/5/2011 12:00:00 AM,Regular Air,Delivery Truck,,,,0.1,0.08,0,1,1,15,50,0.66,0.55,-70.31,1902.99,71.61,11266.4,4.93,43.32,4.89,243.98
Matt Collins,Matt Collins,Consumer,Consumer,3/4/2011 12:00:00 AM,3/4/2011 12:00:00 AM,450,450,Not Specified,Not Specified,Office Supplies,Office Supplies,Small Box,Small Pack,Hanging Personal Folder File,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Storage & Organization,Pens & Art Supplies,British Columbia,British Columbia,West,West,77,76,3/6/2011 12:00:00 AM,3/5/2011 12:00:00 AM,Regular Air,Express Air,,,,0.05,0.05,0,1,1,35,29,0.6,0.56,-211.13,109.33,543.72,1000.78,11.25,8.99,15.7,34.58
James Lanier,James Lanier,Corporate,Corporate,3/4/2011 12:00:00 AM,3/4/2011 12:00:00 AM,35555,35555,Medium,Medium,Office Supplies,Technology,Wrap Bag,Small Pack,Rediform S.O.S. Phone Message Books,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Paper,Computer Peripherals,Ontario,Ontario,Ontario,Ontario,4995,4994,3/4/2011 12:00:00 AM,3/6/2011 12:00:00 AM,Regular Air,Regular Air,,,,0.07,0.1,0,1,1,2,15,0.36,0.66,-4.72,-70.31,10.43,71.61,0.8,4.93,4.98,4.89
Matt Collins,Matt Collins,Consumer,Consumer,3/4/2011 12:00:00 AM,3/4/2011 12:00:00 AM,450,450,Not Specified,Not Specified,Office Supplies,Office Supplies,Small Pack,Small Box,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Hanging Personal Folder File,Pens & Art Supplies,Storage & Organization,British Columbia,British Columbia,West,West,76,77,3/5/2011 12:00:00 AM,3/6/2011 12:00:00 AM,Express Air,Regular Air,,,,0.05,0.05,0,1,1,29,35,0.56,0.6,109.33,-211.13,1000.78,543.72,8.99,11.25,34.58,15.7
James Lanier,James Lanier,Corporate,Corporate,3/4/2011 12:00:00 AM,3/4/2011 12:00:00 AM,35555,35555,Medium,Medium,Furniture,Technology,Jumbo Drum,Small Pack,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back","Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Chairs & Chairmats,Computer Peripherals,Ontario,Ontario,Ontario,Ontario,4993,4994,3/5/2011 12:00:00 AM,3/6/2011 12:00:00 AM,Delivery Truck,Regular Air,,,,0.08,0.1,0,1,1,50,15,0.55,0.66,1902.99,-70.31,11266.4,71.61,43.32,4.93,243.98,4.89
Alejandro Grove,Alejandro Grove,Corporate,Corporate,3/5/2011 12:00:00 AM,3/5/2011 12:00:00 AM,20486,20486,High,High,Office Supplies,Office Supplies,Wrap Bag,Wrap Bag,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Pens & Art Supplies,Paper,Ontario,Ontario,Ontario,Ontario,2846,2845,3/6/2011 12:00:00 AM,3/6/2011 12:00:00 AM,Regular Air,Regular Air,,,,0.01,0.07,0,1,1,42,34,0.44,0.38,55.73,18.73,163.98,306.3,0.7,4.39,3.85,9.27
Alejandro Grove,Alejandro Grove,Corporate,Corporate,3/5/2011 12:00:00 AM,3/5/2011 12:00:00 AM,20486,20486,High,High,Office Supplies,Office Supplies,Wrap Bag,Wrap Bag,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Paper,Pens & Art Supplies,Ontario,Ontario,Ontario,Ontario,2845,2846,3/6/2011 12:00:00 AM,3/6/2011 12:00:00 AM,Regular Air,Regular Air,,,,0.07,0.01,0,1,1,34,42,0.38,0.44,18.73,55.73,306.3,163.98,4.39,0.7,9.27,3.85
Emily Grady,Emily Grady,Home Office,Home Office,3/5/2011 12:00:00 AM,3/5/2011 12:00:00 AM,18688,18688,Not Specified,Not Specified,Office Supplies,Technology,Small Box,Small Box,Ibico Hi-Tech Manual Binding System,i1000plus,Binders and Binder Accessories,Telephones and Communication,Alberta,Alberta,West,West,2586,2588,3/7/2011 12:00:00 AM,3/6/2011 12:00:00 AM,Regular Air,Regular Air,,,,0.04,0.1,0,1,1,49,41,0.4,0.57,5762.524,812.241,14346.73,3951.6755,19.99,4.2,304.99,125.99
Emily Grady,Emily Grady,Home Office,Home Office,3/5/2011 12:00:00 AM,3/5/2011 12:00:00 AM,18688,18688,Not Specified,Not Specified,Office Supplies,Technology,Small Box,Small Box,Avery 498,i1000plus,Labels,Telephones and Communication,Alberta,Alberta,West,West,2587,2588,3/7/2011 12:00:00 AM,3/6/2011 12:00:00 AM,Regular Air,Regular Air,,,,0.09,0.1,0,1,1,15,41,0.38,0.57,10.59,812.241,40.34,3951.6755,0.5,4.2,2.89,125.99
Emily Grady,Emily Grady,Home Office,Home Office,3/5/2011 12:00:00 AM,3/5/2011 12:00:00 AM,18688,18688,Not Specified,Not Specified,Technology,Office Supplies,Small Box,Small Box,i1000plus,Ibico Hi-Tech Manual Binding System,Telephones and Communication,Binders and Binder Accessories,Alberta,Alberta,West,West,2588,2586,3/6/2011 12:00:00 AM,3/7/2011 12:00:00 AM,Regular Air,Regular Air,,,18688,0.1,0.04,0,1,1,41,49,0.57,0.4,812.241,5762.524,3951.6755,14346.73,4.2,19.99,125.99,304.99
Emily Grady,Emily Grady,Home Office,Home Office,3/5/2011 12:00:00 AM,3/5/2011 12:00:00 AM,18688,18688,Not Specified,Not Specified,Technology,Office Supplies,Small Box,Small Box,i1000plus,Avery 498,Telephones and Communication,Labels,Alberta,Alberta,West,West,2588,2587,3/6/2011 12:00:00 AM,3/7/2011 12:00:00 AM,Regular Air,Regular Air,,,,0.1,0.09,0,1,1,41,15,0.57,0.38,812.241,10.59,3951.6755,40.34,4.2,0.5,125.99,2.89
Emily Grady,Emily Grady,Home Office,Home Office,3/5/2011 12:00:00 AM,3/5/2011 12:00:00 AM,18688,18688,Not Specified,Not Specified,Office Supplies,Office Supplies,Small Box,Small Box,Avery 498,Ibico Hi-Tech Manual Binding System,Labels,Binders and Binder Accessories,Alberta,Alberta,West,West,2587,2586,3/7/2011 12:00:00 AM,3/7/2011 12:00:00 AM,Regular Air,Regular Air,,,18688,0.09,0.04,0,1,1,15,49,0.38,0.4,10.59,5762.524,40.34,14346.73,0.5,19.99,2.89,304.99
Emily Grady,Emily Grady,Home Office,Home Office,3/5/2011 12:00:00 AM,3/5/2011 12:00:00 AM,18688,18688,Not Specified,Not Specified,Office Supplies,Office Supplies,Small Box,Small Box,Ibico Hi-Tech Manual Binding System,Avery 498,Binders and Binder Accessories,Labels,Alberta,Alberta,West,West,2586,2587,3/7/2011 12:00:00 AM,3/7/2011 12:00:00 AM,Regular Air,Regular Air,,,,0.04,0.09,0,1,1,49,15,0.4,0.38,5762.524,10.59,14346.73,40.34,19.99,0.5,304.99,2.89
Lena Radford,Lena Radford,Small Business,Small Business,3/8/2011 12:00:00 AM,3/8/2011 12:00:00 AM,49797,49797,Not Specified,Not Specified,Office Supplies,Office Supplies,Small Box,Small Box,Staples 6 Outlet Surge,Xerox 217,Appliances,Paper,Ontario,Ontario,Ontario,Ontario,6966,6967,3/9/2011 12:00:00 AM,3/9/2011 12:00:00 AM,Regular Air,Express Air,49797,,,0,0.07,0,1,1,27,26,0.58,0.37,-4.75,-116.56,341.1,171.68,4.98,8.19,11.97,6.48
Lena Radford,Lena Radford,Small Business,Small Business,3/8/2011 12:00:00 AM,3/8/2011 12:00:00 AM,49797,49797,Not Specified,Not Specified,Office Supplies,Office Supplies,Small Box,Small Box,Xerox 217,Staples 6 Outlet Surge,Paper,Appliances,Ontario,Ontario,Ontario,Ontario,6967,6966,3/9/2011 12:00:00 AM,3/9/2011 12:00:00 AM,Express Air,Regular Air,,,,0.07,0,0,1,1,26,27,0.37,0.58,-116.56,-4.75,171.68,341.1,8.19,4.98,6.48,11.97
Vivek Gonzalez,Vivek Gonzalez,Consumer,Consumer,3/8/2011 12:00:00 AM,3/8/2011 12:00:00 AM,57029,57029,Critical,Critical,Office Supplies,Office Supplies,Small Box,Small Box,Xerox 1927,Ibico Presentation Index for Binding Systems,Paper,Binders and Binder Accessories,Quebec,Quebec,Quebec,Quebec,7973,7972,3/9/2011 12:00:00 AM,3/9/2011 12:00:00 AM,Regular Air,Regular Air,,,57029,0.09,0.01,0,1,1,4,17,0.4,0.38,-19.06,-56.166,23.23,74.25,6.72,5.26,4.28,3.98
Vivek Gonzalez,Vivek Gonzalez,Consumer,Consumer,3/8/2011 12:00:00 AM,3/8/2011 12:00:00 AM,57029,57029,Critical,Critical,Office Supplies,Office Supplies,Small Box,Small Box,Ibico Presentation Index for Binding Systems,Xerox 1927,Binders and Binder Accessories,Paper,Quebec,Quebec,Quebec,Quebec,7972,7973,3/9/2011 12:00:00 AM,3/9/2011 12:00:00 AM,Regular Air,Regular Air,,,,0.01,0.09,0,1,1,17,4,0.38,0.4,-56.166,-19.06,74.25,23.23,5.26,6.72,3.98,4.28
Denise Monton,Denise Monton,Home Office,Home Office,3/8/2011 12:00:00 AM,3/8/2011 12:00:00 AM,59809,59809,Not Specified,Not Specified,Office Supplies,Technology,Small Box,Small Box,Fellowes Binding Cases,Belkin ErgoBoard™ Keyboard,Binders and Binder Accessories,Computer Peripherals,Saskachewan,Saskachewan,Prarie,Prarie,8372,8373,3/10/2011 12:00:00 AM,3/9/2011 12:00:00 AM,Regular Air,Regular Air,,,,0.08,0.02,0,1,1,12,16,0.4,0.64,-9.7175,-38.32,138.67,506.84,5.63,6.5,11.7,30.98
Denise Monton,Denise Monton,Home Office,Home Office,3/8/2011 12:00:00 AM,3/8/2011 12:00:00 AM,59809,59809,Not Specified,Not Specified,Technology,Office Supplies,Small Box,Small Box,Belkin ErgoBoard™ Keyboard,Fellowes Binding Cases,Computer Peripherals,Binders and Binder Accessories,Saskachewan,Saskachewan,Prarie,Prarie,8373,8372,3/9/2011 12:00:00 AM,3/10/2011 12:00:00 AM,Regular Air,Regular Air,,,59809,0.02,0.08,0,1,1,16,12,0.64,0.4,-38.32,-9.7175,506.84,138.67,6.5,5.63,30.98,11.7
Carl Ludwig,Carl Ludwig,Corporate,Corporate,3/9/2011 12:00:00 AM,3/9/2011 12:00:00 AM,1539,1539,Low,Low,Technology,Office Supplies,Small Pack,Small Box,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack","GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Computer Peripherals,Binders and Binder Accessories,Nunavut,Nunavut,Nunavut,Nunavut,230,229,3/14/2011 12:00:00 AM,3/11/2011 12:00:00 AM,Regular Air,Regular Air,,,1539,0.05,0.1,0,1,1,38,33,0.66,0.37,-144.55,-172.8795,184.99,511.83,4.93,13.18,4.89,15.99
Carl Ludwig,Carl Ludwig,Corporate,Corporate,3/9/2011 12:00:00 AM,3/9/2011 12:00:00 AM,1539,1539,Low,Low,Office Supplies,Technology,Small Box,Small Pack,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""","Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Binders and Binder Accessories,Computer Peripherals,Nunavut,Nunavut,Nunavut,Nunavut,229,230,3/11/2011 12:00:00 AM,3/14/2011 12:00:00 AM,Regular Air,Regular Air,,,,0.1,0.05,0,1,1,33,38,0.37,0.66,-172.8795,-144.55,511.83,184.99,13.18,4.93,15.99,4.89
Philip Brown,Philip Brown,Corporate,Corporate,3/10/2011 12:00:00 AM,3/10/2011 12:00:00 AM,47714,47714,Medium,Medium,Office Supplies,Furniture,Small Box,Jumbo Box,Avery Durable Poly Binders,Balt Solid Wood Rectangular Table,Binders and Binder Accessories,Tables,Prince Edward Island,Ontario,Atlantic,Ontario,6700,6701,3/11/2011 12:00:00 AM,3/11/2011 12:00:00 AM,Regular Air,Delivery Truck,,,,0.01,0.06,0,1,1,30,29,0.39,0.75,-125.3615,-690.21,176.15,2946.05,6.98,41.64,5.53,105.49
Philip Brown,Philip Brown,Corporate,Corporate,3/10/2011 12:00:00 AM,3/10/2011 12:00:00 AM,47714,47714,Medium,Medium,Furniture,Office Supplies,Jumbo Box,Small Box,Balt Solid Wood Rectangular Table,Avery Durable Poly Binders,Tables,Binders and Binder Accessories,Ontario,Prince Edward Island,Ontario,Atlantic,6701,6700,3/11/2011 12:00:00 AM,3/11/2011 12:00:00 AM,Delivery Truck,Regular Air,,,47714,0.06,0.01,0,1,1,29,30,0.75,0.39,-690.21,-125.3615,2946.05,176.15,41.64,6.98,105.49,5.53
Arthur Gainer,Arthur Gainer,Corporate,Corporate,3/10/2011 12:00:00 AM,3/10/2011 12:00:00 AM,58086,58086,Medium,Medium,Office Supplies,Office Supplies,Small Box,Small Box,Xerox 1882,Avery Durable Poly Binders,Paper,Binders and Binder Accessories,Manitoba,Manitoba,Prarie,Prarie,8128,8127,3/11/2011 12:00:00 AM,3/11/2011 12:00:00 AM,Regular Air,Regular Air,,,58086,0.1,0.04,0,1,1,31,27,0.36,0.39,471.22,-118.5995,1638.2,154.62,13.88,6.98,55.98,5.53
Arthur Gainer,Arthur Gainer,Corporate,Corporate,3/10/2011 12:00:00 AM,3/10/2011 12:00:00 AM,58086,58086,Medium,Medium,Office Supplies,Office Supplies,Small Box,Small Box,Avery Durable Poly Binders,Xerox 1882,Binders and Binder Accessories,Paper,Manitoba,Manitoba,Prarie,Prarie,8127,8128,3/11/2011 12:00:00 AM,3/11/2011 12:00:00 AM,Regular Air,Regular Air,,,,0.04,0.1,0,1,1,27,31,0.39,0.36,-118.5995,471.22,154.62,1638.2,6.98,13.88,5.53,55.98
Magdelene Morse,Magdelene Morse,Home Office,Home Office,3/10/2011 12:00:00 AM,3/10/2011 12:00:00 AM,20453,20453,Medium,Medium,Technology,Furniture,Wrap Bag,Small Pack,Accessory34,"Executive Impressions 13"" Clairmont Wall Clock",Telephones and Communication,Office Furnishings,Ontario,Ontario,Ontario,Ontario,2838,2837,3/12/2011 12:00:00 AM,3/12/2011 12:00:00 AM,Express Air,Regular Air,,,,0.08,0.07,0,1,1,17,23,0.55,0.44,137.592,152.79,1193.1195,450.39,0.99,6.15,85.99,19.23
Magdelene Morse,Magdelene Morse,Home Office,Home Office,3/10/2011 12:00:00 AM,3/10/2011 12:00:00 AM,20453,20453,Medium,Medium,Furniture,Technology,Small Pack,Wrap Bag,"Executive Impressions 13"" Clairmont Wall Clock",Accessory34,Office Furnishings,Telephones and Communication,Ontario,Ontario,Ontario,Ontario,2837,2838,3/12/2011 12:00:00 AM,3/12/2011 12:00:00 AM,Regular Air,Express Air,,,,0.07,0.08,0,1,1,23,17,0.44,0.55,152.79,137.592,450.39,1193.1195,6.15,0.99,19.23,85.99
Art Ferguson,Art Ferguson,Corporate,Corporate,3/12/2011 12:00:00 AM,3/12/2011 12:00:00 AM,18432,18432,High,High,Office Supplies,Furniture,Medium Box,Small Box,Holmes Odor Grabber,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Appliances,Office Furnishings,Nova Scotia,Nova Scotia,Atlantic,Atlantic,2541,2540,3/12/2011 12:00:00 AM,3/12/2011 12:00:00 AM,Express Air,Regular Air,18432,,,0.1,0.04,0,1,1,15,42,0.52,0.57,-24.91,1.16,217.66,451.32,6.75,5.16,14.42,10.64
Art Ferguson,Art Ferguson,Corporate,Corporate,3/12/2011 12:00:00 AM,3/12/2011 12:00:00 AM,18432,18432,High,High,Furniture,Office Supplies,Small Box,Medium Box,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Holmes Odor Grabber,Office Furnishings,Appliances,Nova Scotia,Nova Scotia,Atlantic,Atlantic,2540,2541,3/12/2011 12:00:00 AM,3/12/2011 12:00:00 AM,Regular Air,Express Air,,,,0.04,0.1,0,1,1,42,15,0.57,0.52,1.16,-24.91,451.32,217.66,5.16,6.75,10.64,14.42
Art Ferguson,Art Ferguson,Corporate,Corporate,3/12/2011 12:00:00 AM,3/12/2011 12:00:00 AM,18432,18432,High,High,Office Supplies,Furniture,Jumbo Drum,Small Box,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Appliances,Office Furnishings,Nova Scotia,Nova Scotia,Atlantic,Atlantic,2542,2540,3/14/2011 12:00:00 AM,3/12/2011 12:00:00 AM,Delivery Truck,Regular Air,18432,,,0.08,0.04,0,1,1,5,42,0.59,0.57,-126.34,1.16,1374.67,451.32,23.19,5.16,279.81,10.64
Art Ferguson,Art Ferguson,Corporate,Corporate,3/12/2011 12:00:00 AM,3/12/2011 12:00:00 AM,18432,18432,High,High,Office Supplies,Furniture,Wrap Bag,Small Box,Avery Hi-Liter® Smear-Safe Highlighters,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Pens & Art Supplies,Office Furnishings,Nova Scotia,Nova Scotia,Atlantic,Atlantic,2543,2540,3/14/2011 12:00:00 AM,3/12/2011 12:00:00 AM,Express Air,Regular Air,,,,0.02,0.04,0,1,1,12,42,0.49,0.57,20.44,1.16,76.42,451.32,0.83,5.16,5.84,10.64
Art Ferguson,Art Ferguson,Corporate,Corporate,3/12/2011 12:00:00 AM,3/12/2011 12:00:00 AM,18432,18432,High,High,Office Supplies,Office Supplies,Wrap Bag,Medium Box,Avery Hi-Liter® Smear-Safe Highlighters,Holmes Odor Grabber,Pens & Art Supplies,Appliances,Nova Scotia,Nova Scotia,Atlantic,Atlantic,2543,2541,3/14/2011 12:00:00 AM,3/12/2011 12:00:00 AM,Express Air,Express Air,,,,0.02,0.1,0,1,1,12,15,0.49,0.52,20.44,-24.91,76.42,217.66,0.83,6.75,5.84,14.42
Art Ferguson,Art Ferguson,Corporate,Corporate,3/12/2011 12:00:00 AM,3/12/2011 12:00:00 AM,18432,18432,High,High,Furniture,Office Supplies,Small Box,Jumbo Drum,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Office Furnishings,Appliances,Nova Scotia,Nova Scotia,Atlantic,Atlantic,2540,2542,3/12/2011 12:00:00 AM,3/14/2011 12:00:00 AM,Regular Air,Delivery Truck,,,,0.04,0.08,0,1,1,42,5,0.57,0.59,1.16,-126.34,451.32,1374.67,5.16,23.19,10.64,279.81
Art Ferguson,Art Ferguson,Corporate,Corporate,3/12/2011 12:00:00 AM,3/12/2011 12:00:00 AM,18432,18432,High,High,Furniture,Office Supplies,Small Box,Wrap Bag,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Avery Hi-Liter® Smear-Safe Highlighters,Office Furnishings,Pens & Art Supplies,Nova Scotia,Nova Scotia,Atlantic,Atlantic,2540,2543,3/12/2011 12:00:00 AM,3/14/2011 12:00:00 AM,Regular Air,Express Air,,,,0.04,0.02,0,1,1,42,12,0.57,0.49,1.16,20.44,451.32,76.42,5.16,0.83,10.64,5.84
Art Ferguson,Art Ferguson,Corporate,Corporate,3/12/2011 12:00:00 AM,3/12/2011 12:00:00 AM,18432,18432,High,High,Office Supplies,Office Supplies,Medium Box,Wrap Bag,Holmes Odor Grabber,Avery Hi-Liter® Smear-Safe Highlighters,Appliances,Pens & Art Supplies,Nova Scotia,Nova Scotia,Atlantic,Atlantic,2541,2543,3/12/2011 12:00:00 AM,3/14/2011 12:00:00 AM,Express Air,Express Air,18432,,,0.1,0.02,0,1,1,15,12,0.52,0.49,-24.91,20.44,217.66,76.42,6.75,0.83,14.42,5.84
Art Ferguson,Art Ferguson,Corporate,Corporate,3/12/2011 12:00:00 AM,3/12/2011 12:00:00 AM,18432,18432,High,High,Office Supplies,Office Supplies,Wrap Bag,Jumbo Drum,Avery Hi-Liter® Smear-Safe Highlighters,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Pens & Art Supplies,Appliances,Nova Scotia,Nova Scotia,Atlantic,Atlantic,2543,2542,3/14/2011 12:00:00 AM,3/14/2011 12:00:00 AM,Express Air,Delivery Truck,,,,0.02,0.08,0,1,1,12,5,0.49,0.59,20.44,-126.34,76.42,1374.67,0.83,23.19,5.84,279.81
Art Ferguson,Art Ferguson,Corporate,Corporate,3/12/2011 12:00:00 AM,3/12/2011 12:00:00 AM,18432,18432,High,High,Office Supplies,Office Supplies,Jumbo Drum,Wrap Bag,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Avery Hi-Liter® Smear-Safe Highlighters,Appliances,Pens & Art Supplies,Nova Scotia,Nova Scotia,Atlantic,Atlantic,2542,2543,3/14/2011 12:00:00 AM,3/14/2011 12:00:00 AM,Delivery Truck,Express Air,18432,,,0.08,0.02,0,1,1,5,12,0.59,0.49,-126.34,20.44,1374.67,76.42,23.19,0.83,279.81,5.84
James Lanier,James Lanier,Corporate,Corporate,3/12/2011 12:00:00 AM,3/12/2011 12:00:00 AM,20134,20134,Low,Low,Office Supplies,Technology,Small Box,Small Box,Xerox 210,Microsoft Internet Keyboard,Paper,Computer Peripherals,Ontario,Ontario,Ontario,Ontario,2793,2792,3/19/2011 12:00:00 AM,3/16/2011 12:00:00 AM,Regular Air,Regular Air,,,,0.1,0.02,0,1,1,47,26,0.37,0.78,-190.57,-94.59,281.47,583.56,7.37,6.5,6.48,20.97
James Lanier,James Lanier,Corporate,Corporate,3/12/2011 12:00:00 AM,3/12/2011 12:00:00 AM,20134,20134,Low,Low,Technology,Office Supplies,Small Box,Small Box,Microsoft Internet Keyboard,Xerox 210,Computer Peripherals,Paper,Ontario,Ontario,Ontario,Ontario,2792,2793,3/16/2011 12:00:00 AM,3/19/2011 12:00:00 AM,Regular Air,Regular Air,,,,0.02,0.1,0,1,1,26,47,0.78,0.37,-94.59,-190.57,583.56,281.47,6.5,7.37,20.97,6.48
Mick Crebagga,Mick Crebagga,Home Office,Home Office,3/13/2011 12:00:00 AM,3/13/2011 12:00:00 AM,23270,23270,Low,Low,Technology,Office Supplies,Small Box,Jumbo Drum,CF 888,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Telephones and Communication,Appliances,Manitoba,Manitoba,Prarie,Prarie,3249,3248,3/18/2011 12:00:00 AM,3/17/2011 12:00:00 AM,Express Air,Delivery Truck,,,,0.05,0.04,0,1,1,42,20,0.59,0.41,1647.747,-441.44,6659.7415,1460.42,3.99,60,195.99,68.81
Mick Crebagga,Mick Crebagga,Home Office,Home Office,3/13/2011 12:00:00 AM,3/13/2011 12:00:00 AM,23270,23270,Low,Low,Office Supplies,Technology,Jumbo Drum,Small Box,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",CF 888,Appliances,Telephones and Communication,Manitoba,Manitoba,Prarie,Prarie,3248,3249,3/17/2011 12:00:00 AM,3/18/2011 12:00:00 AM,Delivery Truck,Express Air,23270,,,0.04,0.05,0,1,1,20,42,0.41,0.59,-441.44,1647.747,1460.42,6659.7415,60,3.99,68.81,195.99
Deborah Brumfield,Deborah Brumfield,Small Business,Small Business,3/15/2011 12:00:00 AM,3/15/2011 12:00:00 AM,20967,20967,High,High,Technology,Technology,Small Box,Large Box,M3682,Hewlett Packard LaserJet 3310 Copier,Telephones and Communication,Copiers and Fax,Manitoba,Manitoba,Prarie,Prarie,2910,2909,3/16/2011 12:00:00 AM,3/15/2011 12:00:00 AM,Regular Air,Regular Air,,,,0.03,0.09,0,1,1,6,50,0.57,0.37,-397.529,13340.26,635.7405,28664.52,8.08,24.49,125.99,599.99
Deborah Brumfield,Deborah Brumfield,Small Business,Small Business,3/15/2011 12:00:00 AM,3/15/2011 12:00:00 AM,20967,20967,High,High,Technology,Technology,Large Box,Small Box,Hewlett Packard LaserJet 3310 Copier,M3682,Copiers and Fax,Telephones and Communication,Manitoba,Manitoba,Prarie,Prarie,2909,2910,3/15/2011 12:00:00 AM,3/16/2011 12:00:00 AM,Regular Air,Regular Air,,,,0.09,0.03,0,1,1,50,6,0.37,0.57,13340.26,-397.529,28664.52,635.7405,24.49,8.08,599.99,125.99
Sonia Sunley,Sonia Sunley,Corporate,Corporate,3/15/2011 12:00:00 AM,3/15/2011 12:00:00 AM,24070,24070,High,High,Office Supplies,Furniture,Wrap Bag,Large Box,Newell 314,Hon Olson Stacker Stools,Pens & Art Supplies,Chairs & Chairmats,British Columbia,British Columbia,West,West,3370,3369,3/16/2011 12:00:00 AM,3/16/2011 12:00:00 AM,Express Air,Regular Air,,,,0,0.1,0,1,1,48,3,0.6,0.57,88.8,-164.59,294.26,431.29,0.7,24.49,5.58,140.81
Sonia Sunley,Sonia Sunley,Corporate,Corporate,3/15/2011 12:00:00 AM,3/15/2011 12:00:00 AM,24070,24070,High,High,Office Supplies,Furniture,Small Box,Large Box,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Hon Olson Stacker Stools,Binders and Binder Accessories,Chairs & Chairmats,British Columbia,British Columbia,West,West,3368,3369,3/16/2011 12:00:00 AM,3/16/2011 12:00:00 AM,Regular Air,Regular Air,,,,0.1,0.1,0,1,1,36,3,0.38,0.57,-98.3135,-164.59,170.42,431.29,4.97,24.49,4.91,140.81
Sonia Sunley,Sonia Sunley,Corporate,Corporate,3/15/2011 12:00:00 AM,3/15/2011 12:00:00 AM,24070,24070,High,High,Furniture,Office Supplies,Large Box,Wrap Bag,Hon Olson Stacker Stools,Newell 314,Chairs & Chairmats,Pens & Art Supplies,British Columbia,British Columbia,West,West,3369,3370,3/16/2011 12:00:00 AM,3/16/2011 12:00:00 AM,Regular Air,Express Air,,,,0.1,0,0,1,1,3,48,0.57,0.6,-164.59,88.8,431.29,294.26,24.49,0.7,140.81,5.58
